"Vestiging Uniek nr.";"Vestiging Naam";"Vestiging Straat";"Vestiging Huisnr.";"Vestiging Postcode";"Vestiging Gemeente";"Smiley code";"Smiley geldig tot";"Vandaag"
"2030300565";"PANOS";"Nederstraat";"73";"9700";"Oudenaarde";"2027NL00590";"2027/12/19 00:00:00";"2026/01/23 00:00:00"
"2266795176";"ALDI";"Halsesteenweg";"33";"9402";"Ninove";"2027NL00178";"2027/08/31 00:00:00";"2026/01/23 00:00:00"
"2218391879";"LES BOUCHERIES SAINT-MARTIN";"Petit Barvaux";"6";"6940";"Durbuy";"2027FR00072";"2027/07/31 00:00:00";"2026/01/23 00:00:00"
"2267324817";"QUALITY MEAT RENMANS";"Halsesteenweg";"31";"9402";"Ninove";"2027NL00186";"2027/09/04 00:00:00";"2026/01/23 00:00:00"
"2184202646";"ARTFOOD";"Rue de Vrière";"71/73";"1020";"Brussel";"2027FR00071";"2027/09/05 00:00:00";"2026/01/23 00:00:00"
"2109504233";"ALDI MARKT";"Brusselsesteenweg";"1";"9090";"Merelbeke-Melle";"2027NL00166";"2027/08/11 00:00:00";"2026/01/23 00:00:00"
"2003786309";"ALDI MARKT";"Merksplassesteenweg";"110";"2310";"Rijkevorsel";"2027NL00172";"2027/09/04 00:00:00";"2026/01/23 00:00:00"
"2003782448";"ALDI NV ";"Bouwelsesteenweg";"134A";"2560";"Nijlen";"2027NL00171";"2027/06/26 00:00:00";"2026/01/23 00:00:00"
"2265009485";"SUSHI GOURMET MOLIERE";"Chaussée de Waterloo";"536";"1050";"Elsene";"2028FR00184";"2028/07/20 00:00:00";"2026/01/23 00:00:00"
"2309168340";"HANA GROUP BELGIQUE";"De Frélaan";"94";"1180";"Ukkel";"2028FR00182";"2028/07/20 00:00:00";"2026/01/23 00:00:00"
"2321123490";"Bakkerij Carl";"Zoetewei";"23";"2580";"Putte";"2027NL00122";"2027/05/29 00:00:00";"2026/01/23 00:00:00"
"2256460124";"Hanne Heynickx";"Dorpsstraat";"35";"3670";"Oudsbergen";"2027NL00129";"2027/06/29 00:00:00";"2026/01/23 00:00:00"
"2029921077";"ALDI MARKT";"Casselstraat";"267";"8970";"Poperinge";"2027NL00009";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2109512943";"ALDI MARKT";"Kapelstraat";"95 A";"9100";"Sint-Niklaas";"2027NL00111";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2288323040";"LES BOUCHERIES SAINT-MARTIN";"Rue de la Scierie";"9";"6990";"Hotton";"2027FR00070";"2027/07/26 00:00:00";"2026/01/23 00:00:00"
"2368391788";"t Zwientje Lombardsijde";"Nieuwpoortlaan";"40";"8434";"Middelkerke";"2027NL00883";"2027/03/07 00:00:00";"2026/01/23 00:00:00"
"2370697519";"Vlevico III";"Bilkensveld";"4A";"1500";"Halle";"2028NL00570";"2028/12/09 00:00:00";"2026/01/23 00:00:00"
"2083087272";"CARREFOUR EXPRESS";"Avenue Fonsny";"47";"1060";"Sint-Gillis";"2027FR00035";"2027/07/03 00:00:00";"2026/01/23 00:00:00"
"2304782455";"BON'AP";"Wachtebekestraat";"193";"9060";"Zelzate";"2027NL00149";"2027/07/01 00:00:00";"2026/01/23 00:00:00"
"2297563873";"Albert Heijn Westmeerbeek";"Corbeillestraat";"57";"2235";"Hulshout";"2027NL00143";"2027/06/17 00:00:00";"2026/01/23 00:00:00"
"2210088382";"BUURTSLAGERS";"Langestraat";"55";"8000";"Brugge";"2027NL00147";"2027/07/01 00:00:00";"2026/01/23 00:00:00"
"2353793981";"AD Delhaize";"Rue de Tilff";"120";"4100";"Seraing";"2027FR00034";"2027/06/05 00:00:00";"2026/01/23 00:00:00"
"2003776114";"ALDI MARKT";"Zeelandstraat";"8.";"2660";"Antwerpen";"2028NL00001";"2028/01/02 00:00:00";"2026/01/23 00:00:00"
"2149611258";"WZC De regenboog";"Regenbooglaan";"14";"2070";"Beveren-Kruibeke-Zwijndrecht";"2027NL00848";"2027/12/21 00:00:00";"2026/01/23 00:00:00"
"2358356347";"Bakkerij Aernoudt Moerbrugge";"Sint-Godelievestraat";"51";"8020";"Oostkamp";"2028NL00205";"2028/01/14 00:00:00";"2026/01/23 00:00:00"
"2162265404";"Woonzorgcentrum Karel Picqué";"Donzapark";"1";"9800";"Deinze";"2028NL00002";"2028/01/03 00:00:00";"2026/01/23 00:00:00"
"2282499179";"Okay Roosdaal";"Ninoofsesteenweg";"59";"1760";"Roosdaal";"2028NL00454";"2028/06/21 00:00:00";"2026/01/23 00:00:00"
"2217147905";"Okay Gavere";"Molenstraat";"98";"9890";"Gavere";"2028NL00452";"2028/06/27 00:00:00";"2026/01/23 00:00:00"
"2335588071";"Australian home made ice cream";"Zeedijk";"116";"8430";"Middelkerke";"2028NL00455";"2028/06/12 00:00:00";"2026/01/23 00:00:00"
"2306206672";"The Huggy's Bar";"Rue de l'Ouvrage";"9";"5000";"Namur";"2027FR00090";"2027/09/01 00:00:00";"2026/01/23 00:00:00"
"2259042106";"ALDI Markt Rummen";"Grote Steenweg";"127";"3454";"Geetbets";"2027NL00190";"2027/09/24 00:00:00";"2026/01/23 00:00:00"
"2195227784";"ALDI";"Rue des Guillemins";"18-34";"4000";"Liège";"2027FR00081";"2027/09/29 00:00:00";"2026/01/23 00:00:00"
"2146155187";"Eurospar";"Meir";"21";"2430";"Laakdal";"2027NL00200";"2027/08/01 00:00:00";"2026/01/23 00:00:00"
"2003788188";"ALDI MARKT";"Grote Baan";"84";"2380";"Ravels";"2027NL00197";"2027/09/18 00:00:00";"2026/01/23 00:00:00"
"2062107756";"ALDI SA";"Rue Basse Campagne";"133";"4040";"Herstal";"2027FR00080";"2027/09/04 00:00:00";"2026/01/23 00:00:00"
"2151103672";"ALDI MARCHE";"Rue de Visé";"553";"4020";"Liège";"2027FR00086";"2027/09/06 00:00:00";"2026/01/23 00:00:00"
"2091457679";"CARREFOUR EXPRESS";"Vooruitgangstraat";"80";"1030";"Schaarbeek";"2027FR00091";"2027/10/29 00:00:00";"2026/01/23 00:00:00"
"2133111855";"ALDI MARKT";"Brugsestraat";"105";"8020";"Oostkamp";"2027NL00194";"2027/08/22 00:00:00";"2026/01/23 00:00:00"
"2062110132";"ALDI MARCHE";"Chaussée de Heusy";"165";"4800";"Verviers";"2027FR00085";"2027/09/05 00:00:00";"2026/01/23 00:00:00"
"2180934142";"Proxi Delhaize";"Grand-Route, Hing.";"111";"5380";"Fernelmont";"2027FR00088";"2027/09/16 00:00:00";"2026/01/23 00:00:00"
"2148271668";"Aldi Markt";"Hasseltsesteenweg";"173";"3720";"Hasselt";"2027NL00189";"2027/09/26 00:00:00";"2026/01/23 00:00:00"
"2232104612";"BRASSERIE LA BOBELINE";"Place Royale";"41";"4900";"Spa";"2027NF00042";"2027/12/20 00:00:00";"2026/01/23 00:00:00"
"2211403525";"Albert Heijn";"Hessenplein";"25";"2000";"Antwerpen";"2027NL00702";"2027/09/18 00:00:00";"2026/01/23 00:00:00"
"2139238295";"ALDI";"Route de La Bruyère";"16";"5310";"Eghezée";"2027FR00076";"2027/08/15 00:00:00";"2026/01/23 00:00:00"
"2329256743";"Lunch Garden Waregem";"Gentseweg";"522";"8793";"Waregem";"2027NL00567";"2027/11/26 00:00:00";"2026/01/23 00:00:00"
"2309266429";"ACW Herstal";"Rue de l'Agriculture";"29";"4040";"Herstal";"2027FR00514";"2027/11/29 00:00:00";"2026/01/23 00:00:00"
"2259632816";"LE PAIN QUOTIDIEN";"Brusselsesteenweg";"497";"3090";"Overijse";"2027FR00523";"2027/12/23 00:00:00";"2026/01/23 00:00:00"
"2198806193";"Le Pain Quotidien";"IJzerenleen";"35";"2800";"Mechelen";"2027NL00587";"2027/12/25 00:00:00";"2026/01/23 00:00:00"
"2032037657";"PIZZA HUT";"Rue Tahon";"10";"6041";"Gosselies";"2027FR00521";"2027/12/05 00:00:00";"2026/01/23 00:00:00"
"2268814756";"RUSSOPIZZA";"Chaussée Paul Houtart(H-G)";"127";"7110";"La Louvière";"2027FR00254";"2027/07/12 00:00:00";"2026/01/23 00:00:00"
"2134408289";"Slagerij Dierendonck bvba";"Strandlaan(Kok)";"331";"8670";"Koksijde";"2027NL00309";"2027/07/12 00:00:00";"2026/01/23 00:00:00"
"2340689974";"AD Delhaize Brakel";"Kasteelstraat";"31";"9660";"Brakel";"2026NL00311";"2027/07/08 00:00:00";"2026/01/23 00:00:00"
"2062109835";"ALDI MARCHE";"Rue de Marche";"122";"6600";"Bastogne";"2027FR00064";"2027/09/08 00:00:00";"2026/01/23 00:00:00"
"2283671295";"SF Baal";"Baalsebaan";"251A";"3128";"Tremelo";"2027NL00183";"2027/08/16 00:00:00";"2026/01/23 00:00:00"
"2109502748";"ALDI MARKT";"Stationsstraat(HA)";"65";"9450";"Haaltert";"2027NL00179";"2027/09/05 00:00:00";"2026/01/23 00:00:00"
"2349608729";"SPAR";"Rue Charlemagne";"7";"1348";"Ottignies-Louvain-la-Neuve";"2027FR00074";"2027/07/21 00:00:00";"2026/01/23 00:00:00"
"2306990788";"Albert Heijn";"Dendermondsesteenweg";"167";"2830";"Willebroek";"2027NL00181";"2027/08/29 00:00:00";"2026/01/23 00:00:00"
"2348528564";"Bon'Ap";"Woumenweg";"7";"8600";"Diksmuide";"2027NL00185";"2027/07/24 00:00:00";"2026/01/23 00:00:00"
"2155023957";"ALDI";"Rue des Corettes";"5";"6880";"Bertrix";"2027FR00065";"2027/09/05 00:00:00";"2026/01/23 00:00:00"
"2062108746";"ALDI MARCHE";"Rue de Bruxelles";"88";"4340";"Awans";"2027FR00063";"2027/09/04 00:00:00";"2026/01/23 00:00:00"
"2150545626";"ALDI SA";"Rue Servais-Malaise";"25";"4030";"Liège";"2027FR00066";"2027/09/04 00:00:00";"2026/01/23 00:00:00"
"2003773639";"ALDI MARKT";"Kloosterstraat";"103-107";"2180";"Antwerpen";"2027NL00170";"2027/07/15 00:00:00";"2026/01/23 00:00:00"
"2055172157";"ALDI NV GENK";"Hasseltweg";"74";"3600";"Genk";"2027NL00175";"2027/07/24 00:00:00";"2026/01/23 00:00:00"
"2109502352";"ALDI MARKT";"Vuurkruisersstraat";"122";"9400";"Ninove";"2027NL00167";"2027/09/04 00:00:00";"2026/01/23 00:00:00"
"2003786408";"ALDI MARKT";"Steenweg op Gierle";"339";"2300";"Turnhout";"2027NL00174";"2027/09/04 00:00:00";"2026/01/23 00:00:00"
"2151212550";"Aldi Markt";"Heikant";"16";"2890";"Puurs-Sint-Amands";"2027NL00168";"2027/08/01 00:00:00";"2026/01/23 00:00:00"
"2109512250";"ALDI MARKT";"Vandendriesschestraat";"3";"9620";"Zottegem";"2027NL00169";"2027/08/01 00:00:00";"2026/01/23 00:00:00"
"2133990003";"ALDI";"Rue du Séwoir(L)";"93";"7870";"Lens";"2027FR00069";"2027/07/06 00:00:00";"2026/01/23 00:00:00"
"2062107063";"ALDI MARCHE";"Rue de France";"59";"6820";"Florenville";"2027FR00067";"2027/09/05 00:00:00";"2026/01/23 00:00:00"
"2099944387";"SLAGERIJ VAN PUYVELDE";"Pieter Doorlantlaan";"7";"2050";"Antwerpen";"2027NL00822";"2027/12/11 00:00:00";"2026/01/23 00:00:00"
"2161564430";"Quality Meat Renmans";"Landegemstraat";"1";"9850";"Deinze";"2028NL00166";"2028/07/21 00:00:00";"2026/01/23 00:00:00"
"2134330293";"S.A.  QUALITY MEAT RENMANS NV";"Stationsstraat";"102";"9990";"Maldegem";"2028NL00165";"2028/07/24 00:00:00";"2026/01/23 00:00:00"
"2219841238";"RENMANS";"Oude Geelsebaan";"12";"2431";"Laakdal";"2028NL00167";"2028/07/17 00:00:00";"2026/01/23 00:00:00"
"2133073253";"QUALITY MEAT RENMANS";"Route de Mons";"242A";"6560";"Erquelinnes";"2028FR00164";"2028/07/17 00:00:00";"2026/01/23 00:00:00"
"2165438985";"Renmans";"Rue Mitoyenne";"312B";"4710";"Lontzen";"2028FR00162";"2028/08/07 00:00:00";"2026/01/23 00:00:00"
"2027093033";"Quality Meat Renmans";"Rue de Trazegnies(CO)";"173";"6180";"Courcelles";"2028FR00165";"2028/07/16 00:00:00";"2026/01/23 00:00:00"
"2127737857";"Colruyt Ukkel";"Rue de Stalle";"161";"1180";"Ukkel";"2028NF00007";"2028/09/02 00:00:00";"2026/01/23 00:00:00"
"2139690336";"RENMANS";"Boulevard des Canadiens(D)";"6";"7711";"Mouscron/Moeskroen";"2028FR00186";"2028/08/02 00:00:00";"2026/01/23 00:00:00"
"2134329701";"N.V.  QUALITY MEAT RENMANS";"Dendermondse steenweg";"77";"9300";"Aalst";"2028NL00602";"2028/09/22 00:00:00";"2026/01/23 00:00:00"
"2151704379";"Renmans";"Molenstraat";"80";"9890";"Gavere";"2028NL00606";"2028/09/20 00:00:00";"2026/01/23 00:00:00"
"2136317310";"Quality Meat Renmans";"Kasteelstraat";"17";"9470";"Denderleeuw";"2028NL00605";"2028/09/28 00:00:00";"2026/01/23 00:00:00"
"2241360390";"SUSHI GOURMET";"Alexander Franckstraat";"6";"2530";"Boechout";"2028NL00198";"2028/07/23 00:00:00";"2026/01/23 00:00:00"
"2133499162";"QUALITY MEAT RENMANS";"Molenstraat";"128";"9700";"Oudenaarde";"2028NL00607";"2028/09/20 00:00:00";"2026/01/23 00:00:00"
"2158523677";"RENMANS";"Rue de la Lys(TOU)";"20";"7500";"Tournai";"2028FR00189";"2028/08/09 00:00:00";"2026/01/23 00:00:00"
"2136347893";"N.V.  QUALITY MEAT RENMANS";"Assesteenweg";"104";"1740";"Ternat";"2028NL00609";"2028/09/28 00:00:00";"2026/01/23 00:00:00"
"2133497380";"QUALITY MEAT RENMANS";"Geraardsbergsestraat";"18";"9660";"Brakel";"2028NL00603";"2028/09/07 00:00:00";"2026/01/23 00:00:00"
"2027094221";"Quality Meat Renmans";"Rue de Maire(FRY)";"3";"7503";"Tournai";"2028FR00187";"2028/08/07 00:00:00";"2026/01/23 00:00:00"
"2027093528";"S.A.  QUALITY MEAT RENMANS";"Rue Hermanmont";"3";"6690";"Vielsalm";"2028FR00190";"2028/10/03 00:00:00";"2026/01/23 00:00:00"
"2179980077";"POINT CHAUD";"Place des Guillemins";"2";"4000";"Liège";"2028FR00197";"2028/09/20 00:00:00";"2026/01/23 00:00:00"
"2136064813";"ALDI MARKT";"Bissegemstraat";"212";"8560";"Wevelgem";"2027NL00101";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2056941220";"La Boucherie de la Ferme";"rue de Wellin";"87";"5574";"PONDROME";"2027FR00013";"2027/06/03 00:00:00";"2026/01/23 00:00:00"
"2137472796";"ALDI MARCHE";"Rue Albert Ier";"12";"4820";"Dison";"2027FR00019";"2027/06/27 00:00:00";"2026/01/23 00:00:00"
"2171669454";"GEWAL";"Place Eugène Keym";"83";"1170";"Watermaal-Bosvoorde";"2027FR00012";"2027/04/22 00:00:00";"2026/01/23 00:00:00"
"2174370608";"ALDI SA";"Rue Royale";"39";"4690";"Bassenge";"2027FR00027";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2136612664";"Quality Meat Renmans";"Rue de Mettet";"48";"5620";"Florennes";"2028FR00151";"2028/07/03 00:00:00";"2026/01/23 00:00:00"
"2185877875";"Buurtslagers";"Bergstraat(DKL)";"40";"9170";"Sint-Gillis-Waas";"2027NL00109";"2027/06/10 00:00:00";"2026/01/23 00:00:00"
"2133078005";"QUALITY MEAT RENMANS";"Avenue Reine Astrid";"228";"4900";"Spa";"2028FR00188";"2028/09/13 00:00:00";"2026/01/23 00:00:00"
"2062108152";"ALDI MARCHE";"Avenue des Martyrs";"5";"4620";"Fléron";"2027FR00017";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2029919196";"ALDI MARKT";"Groenestraat";"112";"8210";"Zedelgem";"2027NL00008";"2027/05/30 00:00:00";"2026/01/23 00:00:00"
"2133496786";"QUALITY MEAT RENMANS";"Ringlaan";"18";"8520";"Kuurne";"2027NL00103";"2027/05/11 00:00:00";"2026/01/23 00:00:00"
"2003772253";"ALDI NV ";"Leopoldslei";"10";"2930";"Brasschaat";"2027NL00123";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2055171761";"ALDI MARKT";"Luikersteenweg";"128";"3700";"Tongeren-Borgloon";"2027NL00121";"2027/06/25 00:00:00";"2026/01/23 00:00:00"
"2023896387";"CARREFOUR MARKET";"Rempart des Arbalétriers(VIS)";"26 2";"4600";"Visé";"2027FR00028";"2027/07/22 00:00:00";"2026/01/23 00:00:00"
"2027094122";"Quality Meat Renmans";"Chaussée de Charleroi(Jauch.)";"101";"1370";"Jodoigne";"2028FR00150";"2028/07/03 00:00:00";"2026/01/23 00:00:00"
"2278786752";"Albert Heijn Ternat";"Morettestraat";"18";"1740";"Ternat";"2028NL00163";"2028/07/21 00:00:00";"2026/01/23 00:00:00"
"2159229007";"RENMANS";"Chaussée de Liège(AMA)";"7B";"4540";"Amay";"2028FR00154";"2028/07/17 00:00:00";"2026/01/23 00:00:00"
"2211580006";"THE HUGGY'S BAR";"Boulevard d'Avroy";"122";"4000";"Liège";"2028FR00143";"2028/07/14 00:00:00";"2026/01/23 00:00:00"
"2356376557";"Bakkerij Aernoudt Oostkamp";"Kortrijksestraat";"149";"8020";"Oostkamp";"2028NL00204";"2028/01/14 00:00:00";"2026/01/23 00:00:00"
"2223327793";"Den Bies";"Heultjedorp";"7";"2260";"Westerlo";"2027NL00184";"2027/07/23 00:00:00";"2026/01/23 00:00:00"
"2202864654";"LES BOUCHERIES SAINT MARTIN";"Pré du Fa";"6";"4190";"Ferrières";"2027FR00068";"2027/07/01 00:00:00";"2026/01/23 00:00:00"
"2350357114";"AD HANKAR";"Clos Lucien Outers";"1";"1160";"Oudergem";"2027FR00073";"2027/07/18 00:00:00";"2026/01/23 00:00:00"
"2218024467";"Albert Heijn België";"Antwerpsesteenweg";"499 B";"2500";"Lier";"2027NL00182";"2027/09/05 00:00:00";"2026/01/23 00:00:00"
"2237316183";"AD Delhaize";"Rue de la Courtière";"3";"6720";"Habay";"2027FR00075";"2027/08/09 00:00:00";"2026/01/23 00:00:00"
"2055172553";"ALDI MARKT";"Steenweg";"190";"3621";"Lanaken";"2027NL00177";"2027/09/04 00:00:00";"2026/01/23 00:00:00"
"2134876958";"ALDI MARKT";"Weg naar Zwartberg";"54";"3660";"Oudsbergen";"2027NL00176";"2027/07/21 00:00:00";"2026/01/23 00:00:00"
"2003774035";"ALDI MARKT";"Moerelei";"11";"2610";"Antwerpen";"2027NL00173";"2027/07/18 00:00:00";"2026/01/23 00:00:00"
"2279403097";"ZORG-SAAM ZUSTERS KINDSHEID JESU";"Monniksbosstraat";"11";"1770";"Liedekerke";"2027NL00824";"2027/12/05 00:00:00";"2026/01/23 00:00:00"
"2355807227";"DLH2170";"Bredabaan";"833";"2170";"Merksem";"2027NL00826";"2027/12/05 00:00:00";"2026/01/23 00:00:00"
"2150810197";"WOON-EN ZORGCENTRUM ONZE-LIEVE-VROUW VAN ANTWERPEN, verkort OLVA";"Pieter van Hobokenstraat";"3";"2000";"Antwerpen";"2027NL00829";"2027/12/05 00:00:00";"2026/01/23 00:00:00"
"2243589313";"RUBOP";"Legen Heirweg";"22";"9140";"Temse";"2027NL00828";"2027/12/05 00:00:00";"2026/01/23 00:00:00"
"2196172149";"DISACO";"Riemsterweg";"301A";"3740";"Bilzen-Hoeselt";"2027NL00823";"2027/12/19 00:00:00";"2026/01/23 00:00:00"
"2331908407";"CANAL OOST";"Wittenonnenstraat";"63";"8400";"Oostende";"2027NL00825";"2027/12/05 00:00:00";"2026/01/23 00:00:00"
"2138412609";"VZW ADJ : secretariaat / Jeugdcentrum de Hoge Rielen";"Molenstraat";"62";"2460";"Kasterlee";"2028NL00261";"2028/04/17 00:00:00";"2026/01/23 00:00:00"
"2249021214";"BAKKERIJ PHILIP BUYLE";"Rechtstraat";"10";"9080";"Lochristi";"2028NL00259";"2028/04/04 00:00:00";"2026/01/23 00:00:00"
"2014462247";"RIGOLETTO";"Willem Van Laarstraat";"11";"2600";"BERCHEM-ANTWERPEN";"2028NL00260";"2028/04/04 00:00:00";"2026/01/23 00:00:00"
"2360340986";"Lunchbar";"Stationsstraat";"71";"9950";"Lievegem";"2028NL00317";"2028/07/02 00:00:00";"2026/01/23 00:00:00"
"2322947189";"IZAKAYA ZWIJNAARDE";"Oudenaardsesteenweg";"80";"9000";"Gent";"2028NL00168";"2028/06/30 00:00:00";"2026/01/23 00:00:00"
"2305257656";"HANA GROUP BELGIQUE";"Avenue de la Brise";"15";"1020";"Brussel";"2028FR00166";"2028/06/25 00:00:00";"2026/01/23 00:00:00"
"2134641782";"Quality Meat Renmans";"Rue Haute";"103";"4700";"Eupen";"2028FR00163";"2028/08/07 00:00:00";"2026/01/23 00:00:00"
"2294938440";"De Zonnewende";"Karel van Manderstraat";"68";"8760";"Tielt";"2028NL00105";"2028/05/23 00:00:00";"2026/01/23 00:00:00"
"2108371016";"DUFRAIS ROCOURT";"Chaussée de Tongres";"63";"4000";"Rocourt";"2028FR00167";"2028/07/25 00:00:00";"2026/01/23 00:00:00"
"2242055921";"The Huggy's Bar";"Route du Condroz";"310";"4550";"Nandrin";"2028FR00194";"2028/09/29 00:00:00";"2026/01/23 00:00:00"
"2137998576";"RENMANS";"Katteputstraat";"1";"9800";"Deinze";"2028NL00604";"2028/09/27 00:00:00";"2026/01/23 00:00:00"
"2133066127";"Boucherie Renmans";"Rue Louvieaux";"5";"7640";"Antoing";"2028FR00185";"2028/07/24 00:00:00";"2026/01/23 00:00:00"
"2134466885";"QUALITY MEAT RENMANS";"Albrechtlaan";"72";"9300";"Aalst";"2028NL00601";"2028/09/22 00:00:00";"2026/01/23 00:00:00"
"2370710484";"DUFRAIS HERSTAL";"Rue Basse Campagne";"41";"4040";"Herstal";"2028FR00192";"2028/08/05 00:00:00";"2026/01/23 00:00:00"
"2238528881";"THE HUGGY'S BAR";"Avenue de la Coopération";"1A";"4630";"Soumagne";"2028FR00195";"2028/08/21 00:00:00";"2026/01/23 00:00:00"
"2309629287";"Kaas Van Ons";"Jozef Duthoystraat";"8";"8790";"Waregem";"2028NL00472";"2028/08/27 00:00:00";"2026/01/23 00:00:00"
"2370891717";"DUFRAIS MALAISE";"Terhulpensesteenweg";"430";"3090";"Overijse";"2028FR00193";"2028/07/29 00:00:00";"2026/01/23 00:00:00"
"2327829655";"IZAKAYA ENGHIEN";"Square de la Dodane";"s/n";"7850";"Enghien/Edingen";"2028FR00183";"2028/07/29 00:00:00";"2026/01/23 00:00:00"
"2136349279";"Quality Meat Renmans";"Schoonaardebaan (SCH)";"82";"9200";"Dendermonde";"2028NL00608";"2028/08/03 00:00:00";"2026/01/23 00:00:00"
"2327340992";"IZAKAYA ATH";"Rue de l'Abbaye";"6";"7800";"Ath";"2028FR00181";"2028/07/28 00:00:00";"2026/01/23 00:00:00"
"2312623322";"Supermarkt Albert Heijn";"Ring-West";"21-23";"9400";"Ninove";"2028NL00197";"2028/09/08 00:00:00";"2026/01/23 00:00:00"
"2360174306";"Retail Lebbeke";"Brusselsesteenweg";"142";"9280";"Lebbeke";"2028NL00195";"2028/08/20 00:00:00";"2026/01/23 00:00:00"
"2270238577";"THE HUGGY'S BAR SPRIMONT";"Rue d'Aywaille";"52";"4140";"Sprimont";"2028FR00196";"2028/07/14 00:00:00";"2026/01/23 00:00:00"
"2255728565";"SUSHI GOURMET Belgique";"Brusselsesteenweg";"399";"3090";"Overijse";"2028NL00200";"2028/08/12 00:00:00";"2026/01/23 00:00:00"
"2316155112";"IZAKAYA KONTICH";"Antwerpsesteenweg";"127";"2550";"Kontich";"2028NL00199";"2028/07/21 00:00:00";"2026/01/23 00:00:00"
"2325123850";"Scheepers Hechtel";"Hasseltsebaan";"64";"3940";"Hechtel-Eksel";"2028NL00194";"2028/07/17 00:00:00";"2026/01/23 00:00:00"
"2252612687";"AD DELHAISE/SALVE Martine";"Rue de Marche";"59";"5580";"Rochefort";"2027FR00024";"2027/05/29 00:00:00";"2026/01/23 00:00:00"
"2003771956";"ALDI MARKT";"Sint-Bernardsesteenweg";"589";"2660";"Hoboken";"2027NL00117";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2262234889";"DELHAIZE AALTER";"Stationsplein";"1";"9880";"Aalter";"2027NL00105";"2027/05/17 00:00:00";"2026/01/23 00:00:00"
"2327361877";"Groupe Louise";"Route de Charleroi(EP)";"152";"7134";"Epinois";"2027FR00018";"2027/05/26 00:00:00";"2026/01/23 00:00:00"
"2062108944";"ALDI MARCHE";"Boulevard Zénobe Gramme";"37";"4040";"Herstal";"2027FR00023";"2027/07/01 00:00:00";"2026/01/23 00:00:00"
"2192634124";"ALDI  MARKT";"Sint-Truidensesteenweg";"28A";"3440";"Zoutleeuw";"2027NL00113";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2133666240";"AD DELHAIZE";"Chemin de Crahiat";"18";"5590";"Ciney";"2027FR00015";"2027/06/22 00:00:00";"2026/01/23 00:00:00"
"2109502055";"ALDI MARKT";"Albrechtlaan";"58";"9300";"Aalst";"2027NL00107";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2193539786";"BOUCHERIE LAPRAIRIE";"Chemin de la Terre Franche, NEU";"20";"6840";"Neufchâteau";"2027FR00022";"2027/06/16 00:00:00";"2026/01/23 00:00:00"
"2185045160";"SPAR";"Paul de Smet de Naeyerstraat";"34";"8430";"Middelkerke";"2027NL00115";"2027/05/30 00:00:00";"2026/01/23 00:00:00"
"2055172751";"ALDI MARKT";"Hof Ter Weyer";"14";"3730";"Bilzen-Hoeselt";"2027NL00118";"2027/06/25 00:00:00";"2026/01/23 00:00:00"
"2156305644";"Aldi Markt";"Stationstraat";"196";"8890";"Moorslede";"2027NL00010";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2003776015";"ALDI MARKT";"Hovesesteenweg";"125";"2530";"Boechout";"2027NL00108";"2027/07/07 00:00:00";"2026/01/23 00:00:00"
"2237377056";"Albert Heijn België";"Gaversesteenweg";"46";"9800";"Deinze";"2028NL00155";"2028/06/29 00:00:00";"2026/01/23 00:00:00"
"2215657667";"WZC De Vliet";"Koevliet";"8";"9240";"Zele";"2027NL00106";"2027/04/12 00:00:00";"2026/01/23 00:00:00"
"2104884459";"ALDI NV ";"Kromstraat";"62 A";"2520";"Ranst";"2027NL00112";"2027/06/17 00:00:00";"2026/01/23 00:00:00"
"2133691479";" AD Delhaize- Boucherie SPRL SALVE MARTINE";"Chemin de Crahiat";"18";"5590";"Ciney";"2027FR00026";"2027/06/29 00:00:00";"2026/01/23 00:00:00"
"2109513339";"ALDI MARKT";"Papenakkerstraat";"25";"9100";"Sint-Niklaas";"2027NL00120";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2161552453";"AZ Vesalius";"Hazelereik";"51";"3700";"Tongeren-Borgloon";"2027NL00533";"2027/07/02 00:00:00";"2026/01/23 00:00:00"
"2142175516";"ALDI NV MEERHOUT";"Bevrijdingslaan";"147";"2450";"Meerhout";"2027NL00128";"2027/08/01 00:00:00";"2026/01/23 00:00:00"
"2142175219";"Aldi Markt";"Oude Geelsebaan";"12";"2431";"Laakdal";"2027NL00127";"2027/08/01 00:00:00";"2026/01/23 00:00:00"
"2257584037";"ALDI MARKT";"Dorenboslaan";"101";"2110";"Wijnegem";"2027NL00126";"2027/06/25 00:00:00";"2026/01/23 00:00:00"
"2055671510";"PANOS";"Gasthuisstraat";"42";"2300";"Turnhout";"2027NL00536";"2027/06/14 00:00:00";"2026/01/23 00:00:00"
"2218306559";"Colruyt Harelbeke";"Stasegemsesteenweg";"180";"8530";"Harelbeke";"2028NL00462";"2028/08/03 00:00:00";"2026/01/23 00:00:00"
