"Vestiging Uniek nr.";"Vestiging Naam";"Vestiging Straat";"Vestiging Huisnr.";"Vestiging Postcode";"Vestiging Gemeente";"Smiley code";"Smiley geldig tot";"Vandaag"
"2127745478";"Colruyt Ledeberg";"Edmond Van Hoorebekestraat";"69";"9050";"Gent";"2026NL00357";"2026/01/23 00:00:00";"2026/01/23 00:00:00"
"2074132588";"Delannoye Geert";"De Smet De Naeyerlaan";"2";"8420";"De Haan";"2026NL00007";"2026/02/06 00:00:00";"2026/01/23 00:00:00"
"2067268057";"Diner Privé";"Alfons Gossetlaan";"52";"1702";"Dilbeek";"2026NL00501";"2026/02/19 00:00:00";"2026/01/23 00:00:00"
"2164537182";"DUFRAIS VERLAINE";"Grand-Route(VER)";"252";"4537";"Verlaine";"2026FR00053";"2026/02/07 00:00:00";"2026/01/23 00:00:00"
"2138281856";"PZ Onzelievevrouw";"Koning Albert I-laan";"8";"8200";"Brugge";"2026NL00010";"2026/02/15 00:00:00";"2026/01/23 00:00:00"
"2135515871";"ALDI MARKT";"Haachtsesteenweg";"1248-1250";"1140";"Evere";"2026FR00052";"2026/03/07 00:00:00";"2026/01/23 00:00:00"
"2090561816";"ALDI";"Chaussée de Charleroi";"127";"6150";"Anderlues";"2027FR00122";"2027/03/21 00:00:00";"2026/01/23 00:00:00"
"2090565180";"ALDI";"Chaussée de Maubeuge (C.)";"482";"7000";"Mons";"2027FR00117";"2027/03/09 00:00:00";"2026/01/23 00:00:00"
"2090560826";"ALDI";"Rue Campinaire(PL)";"80";"6250";"Aiseau-Presles";"2027FR00125";"2027/03/31 00:00:00";"2026/01/23 00:00:00"
"2003772748";"ALDI MARKT";"Luchthavenlei";"7";"2100";"Deurne";"2027NL00074";"2027/02/19 00:00:00";"2026/01/23 00:00:00"
"2090562113";"ALDI";"Route Charlemagne";"23";"5660";"Couvin";"2027FR00115";"2027/03/25 00:00:00";"2026/01/23 00:00:00"
"2134841227";"BOTTARGA";"Albert I-Promenade";"64";"8400";"Oostende";"2027NL00214";"2027/03/29 00:00:00";"2026/01/23 00:00:00"
"2127747854";"Colruyt Izegem";"Nederweg";"119";"8870";"Izegem";"2026NL00404";"2026/08/13 00:00:00";"2026/01/23 00:00:00"
"2127756861";"Colruyt Verviers";"Boulevard des Gérardchamps";"60";"4800";"Verviers";"2026FR00110";"2026/08/09 00:00:00";"2026/01/23 00:00:00"
"2127754980";"Colruyt Sint-Niklaas";"Nijverheidsstraat";"54";"9100";"Sint-Niklaas";"2028NL00492";"2028/12/09 00:00:00";"2026/01/23 00:00:00"
"2149611357";"WZC Sint-Vincentius";"Vrouwstraat";"1";"9970";"Kaprijke";"2026NL00074";"2026/07/28 00:00:00";"2026/01/23 00:00:00"
"2137215648";"De Verfijning";"Stationsstraat";"32";"8790";"Waregem";"2026NL00053";"2026/06/01 00:00:00";"2026/01/23 00:00:00"
"2081468263";"PREGO";"Lammerdries-Oost";"53";"2250";"Olen";"2026NL00075";"2026/07/27 00:00:00";"2026/01/23 00:00:00"
"2127746468";"Colruyt Ben-Ahin";"Chaussée de Dinant";"5";"4500";"Ben-Ahin";"2026FR00112";"2026/08/13 00:00:00";"2026/01/23 00:00:00"
"2127741322";"Colruyt  Kalmthout";"Kapellensteenweg (C)";"186";"2920";"Kalmthout";"2026NL00406";"2026/08/13 00:00:00";"2026/01/23 00:00:00"
"2060067588";"MARKET Heusden 102";"Koolmijnlaan";"51";"3550";"Heusden-Zolder";"2026NL00258";"2026/03/28 00:00:00";"2026/01/23 00:00:00"
"2153877179";"CARREFOUR EXPRESS";"Sur-Champt";"17";"5530";"Yvoir";"2026FR00403";"2026/10/25 00:00:00";"2026/01/23 00:00:00"
"2006297619";"Carrefour";"rue de Rochefort";"37";"5570";"Beauraing";"2026FR00437";"2026/11/13 00:00:00";"2026/01/23 00:00:00"
"2151097239";"GSK (W23, W23 VIP, W33, W21 Atrium, W32-35, Cuisine du W31)";"Avenue Fleming";"20";"1300";"Wavre";"2026FR00090";"2026/04/13 00:00:00";"2026/01/23 00:00:00"
"2320345215";"ALDI";"Waverse steenweg";"1805";"1160";"Oudergem";"2026NL00301";"2026/02/06 00:00:00";"2026/01/23 00:00:00"
"2298452117";"Buurtslagers";"Heernisplein";"24";"9040";"Gent";"2027NL00079";"2027/02/17 00:00:00";"2026/01/23 00:00:00"
"2297787864";"Buurtslagers";"Elslo";"73";"9940";"Evergem";"2027NL00078";"2027/03/01 00:00:00";"2026/01/23 00:00:00"
"2288030753";"Proxy Delhaize";"H. Consciencelaan";"53";"9950";"Lievegem";"2027NL00213";"2027/02/26 00:00:00";"2026/01/23 00:00:00"
"2306186876";"BUURTSLAGERS";"Pr. Thuysbaertlaan";"6";"9160";"Lokeren";"2027NL00081";"2027/03/14 00:00:00";"2026/01/23 00:00:00"
"2336878369";"Buurtslagers";"A. De Cockstraat";"13";"9470";"Denderleeuw";"2027NL00077";"2027/03/28 00:00:00";"2026/01/23 00:00:00"
"2336879458";"Buurtslagers";"Raymond Uyttersprotstraat";"5";"9310";"Aalst";"2026NL00295";"2026/06/07 00:00:00";"2026/01/23 00:00:00"
"2302483456";"DEN TERRIL";"Tennisstraat";"104";"3582";"Beringen";"2027NL00072";"2027/03/17 00:00:00";"2026/01/23 00:00:00"
"2325285879";"Albert Heijn";"Westerring";"45";"9700";"Oudenaarde";"2027NL00083";"2027/02/22 00:00:00";"2026/01/23 00:00:00"
"2312403982";"Bakkerij Aernoudt";"Roombaardstraat";"44";"9810";"Nazareth-De Pinte";"2027NL00210";"2027/02/26 00:00:00";"2026/01/23 00:00:00"
"2247145946";"ALDI MARKT";"Wildekastanjelaan";"5";"3600";"Genk";"2027NL00073";"2027/04/23 00:00:00";"2026/01/23 00:00:00"
"2155561318";"POINT CHAUD";"Rue de la Hallette";"70";"4041";"Herstal";"2027FR00112";"2027/03/08 00:00:00";"2026/01/23 00:00:00"
"2127756663";"Colruyt Oud-Turnhout";"Blekerijstraat";"2";"2360";"Oud-Turnhout";"2026NL00405";"2026/08/09 00:00:00";"2026/01/23 00:00:00"
"2127753594";"Colruyt Marbais";"Chaussée de Namur,Marbais";"264";"1495";"Marbais (Br.W.)";"2028FR00409";"2028/11/20 00:00:00";"2026/01/23 00:00:00"
"2329500728";"Huis Nachtegaele";"Stationsstraat";"36";"8490";"Jabbeke";"2027NL00211";"2027/02/26 00:00:00";"2026/01/23 00:00:00"
"2254638801";"Spar";"Leopoldlaan";"107-109";"8430";"Middelkerke";"2027NL00084";"2027/02/07 00:00:00";"2026/01/23 00:00:00"
"2259606090";"Bio-Planet Ukkel";"Rue Egide Van Ophem";"50";"1180";"Ukkel";"2026NF00006";"2026/08/09 00:00:00";"2026/01/23 00:00:00"
"2261170859";"Okay Hoeilaart";"J. B. Charlierlaan";"60";"1560";"Hoeilaart";"2026NL00411";"2026/08/13 00:00:00";"2026/01/23 00:00:00"
"2227444553";"Okay Meerhout";"Bevrijdingslaan";"136";"2450";"Meerhout";"2026NL00403";"2026/08/09 00:00:00";"2026/01/23 00:00:00"
"2223024323";"Colruyt Dinant";"Rue Saint-Jacques";"355";"5500";"Dinant";"2026FR00111";"2026/08/13 00:00:00";"2026/01/23 00:00:00"
"2279525041";"STEVE ICE CREAM";"Avenue de la Toison d'Or";"17-20";"1050";"Elsene";"2026NF00004";"2026/07/24 00:00:00";"2026/01/23 00:00:00"
"2335064766";"Steve Ice Cream (Chaussée d'Ixelles)";"Elsense Steenweg";"34";"1050";"Elsene";"2026NF00005";"2026/07/24 00:00:00";"2026/01/23 00:00:00"
"2293499177";"Bio-Planet Corbais";"Rue Haute";"2-4";"1435";"Mont-Saint-Guibert";"2026FR00113";"2026/08/13 00:00:00";"2026/01/23 00:00:00"
"2289067564";"KAVERLAM";"H. Consciencelaan";"53";"9950";"Lievegem";"2026NL00253";"2026/05/12 00:00:00";"2026/01/23 00:00:00"
"2317173711";"GROUPE LOUISE";"Libramont,Avenue de Bouillon";"71A";"6800";"Libramont-Chevigny";"2026FR00087";"2026/04/27 00:00:00";"2026/01/23 00:00:00"
"2336877973";"Buurtslagers";"Langestraat";"41";"2240";"Zandhoven";"2026NL00261";"2026/05/14 00:00:00";"2026/01/23 00:00:00"
"2049062048";"GSK Rixensart";"Rue de l'Institut";"89";"1330";"Rixensart";"2026FR00089";"2026/04/13 00:00:00";"2026/01/23 00:00:00"
"2170358766";"BUURTSLAGERS";"Korte Gasthuisstraat";"38";"2300";"Turnhout";"2026NL00262";"2026/05/22 00:00:00";"2026/01/23 00:00:00"
"2060068281";"Carrefour Belgium";"Leuvensesteenweg";"110";"3290";"Diest";"2026NL00259";"2026/03/27 00:00:00";"2026/01/23 00:00:00"
"2150164554";"Sint-Andriesziekenhuis";"Bruggestraat";"84";"8700";"Tielt";"2026NL00254";"2026/04/27 00:00:00";"2026/01/23 00:00:00"
"2258675088";"DUFRAIS BRAIVES";"Chaussée de Tirlemont";"6A";"4260";"Braives";"2026FR00088";"2026/06/07 00:00:00";"2026/01/23 00:00:00"
"2160129127";"APOLLO - GSK";"Avenue Pascal";"2-4-6";"1300";"Wavre";"2026FR00091";"2026/04/13 00:00:00";"2026/01/23 00:00:00"
"2335319936";"Buurtslagers";"Kazernelaan";"19";"3530";"Houthalen-Helchteren";"2026NL00260";"2026/04/27 00:00:00";"2026/01/23 00:00:00"
"2146311773";"Colruyt Balen";"Schoor";"1";"2490";"Balen";"2026NL00358";"2026/02/10 00:00:00";"2026/01/23 00:00:00"
"2032023702";"CLAREBOUT-POTATOES NV";"Heirweg(Nieuwk)";"26";"8950";"Heuvelland";"2026NL00502";"2026/02/13 00:00:00";"2026/01/23 00:00:00"
"2231490938";"ACW SOIGNIES";"Rue des Archers";"1";"7060";"Soignies";"2026FR00128";"2026/01/31 00:00:00";"2026/01/23 00:00:00"
"2197486597";"Okay Knesselare";"Urselseweg";"41";"9910";"Aalter";"2026NL00369";"2026/03/18 00:00:00";"2026/01/23 00:00:00"
"2060063036";"Carrefour Ninove";"Albertlaan";"80";"9400";"Ninove";"2026NL00300";"2026/06/18 00:00:00";"2026/01/23 00:00:00"
"2060065610";"CARREFOUR 645 GOSSELIES";"Rue Tahon";"16";"6041";"Charleroi";"2026FR00097";"2026/05/31 00:00:00";"2026/01/23 00:00:00"
"2090567556";"ALDI";"Rue de Bruxelles";"389";"1480";"Tubize";"2026FR00099";"2026/06/14 00:00:00";"2026/01/23 00:00:00"
"2233076788";"Forensisch Psychiatrisch Centrum Gent / FPC Gent";"Hurstweg";"9";"9000";"Gent";"2026NL00298";"2026/05/29 00:00:00";"2026/01/23 00:00:00"
"2135529630";"ALDI MARKT";"Alsembergsesteenweg";"173";"1501";"Buizingen";"2026FR00098";"2026/06/25 00:00:00";"2026/01/23 00:00:00"
"2060062937";"MARKET ETTERBEEK";"Cours Saint Michel";"80";"1040";"Etterbeek";"2026FR00096";"2026/06/13 00:00:00";"2026/01/23 00:00:00"
"2154596563";"TRAITEUR LOMBAERTS";"Kallobaan(BEV)";"56";"9120";"Beveren-Kruibeke-Zwijndrecht";"2026NL00108";"2026/05/31 00:00:00";"2026/01/23 00:00:00"
"2060064422";"Carrefour Market 244 BRASSCHAAT";"Bredabaan";"517";"2930";"Brasschaat";"2026NL00153";"2026/05/27 00:00:00";"2026/01/23 00:00:00"
"2144176684";"Sport Vlaanderen Woumen";"Zuidbroekstraat(W)";"12";"8600";"Diksmuide";"2026NL00105";"2026/06/12 00:00:00";"2026/01/23 00:00:00"
"2237160488";"Basile & Bie";"Kruisstraat";"16";"8581";"Avelgem";"2026NL00106";"2026/05/30 00:00:00";"2026/01/23 00:00:00"
"2154203021";"Hotel- en Toerismeschool Spermalie";"Snaggaardstraat";"15";"8000";"Brugge";"2026NL00107";"2026/06/05 00:00:00";"2026/01/23 00:00:00"
"2127756267";"Colruyt Komen";"Chaussée de Wervicq(COM)";"164";"7780";"Comines-Warneton/Komen-Waasten";"2028FR00407";"2028/12/05 00:00:00";"2026/01/23 00:00:00"
"2289822184";"Colruyt Haine St. Pierre";"Rue de Baume-Marpent(PIE)";"30";"7100";"La Louvière";"2028FR00406";"2028/12/13 00:00:00";"2026/01/23 00:00:00"
"2253607730";"Okay Nandrin";"Route du Condroz";"329";"4550";"Nandrin";"2028FR00408";"2028/12/15 00:00:00";"2026/01/23 00:00:00"
"2149298779";"GRAVENKASTEEL";"Lippelodorp(LIP)";"4";"2890";"Puurs-Sint-Amands";"2028NL00565";"2028/11/21 00:00:00";"2026/01/23 00:00:00"
"2219675447";"Hôtel des Postes";"Place Roi-Albert";"13";"6660";"Houffalize";"2028FR00249";"2028/11/20 00:00:00";"2026/01/23 00:00:00"
"2127746567";"Colruyt Hannut";"Rue de Landen";"59";"4280";"Hannut";"2028FR00410";"2028/11/19 00:00:00";"2026/01/23 00:00:00"
"2250842537";"Le Chemin des Vignes";"Rue d'Idalie";"27";"1050";"Elsene";"2028NF00009";"2028/11/28 00:00:00";"2026/01/23 00:00:00"
"2017495080";"Volvo Group Trucks Belgium";"Avenue du Hunderenveld";"10";"1082";"Sint-Agatha-Berchem";"2028NL00354";"2028/11/17 00:00:00";"2026/01/23 00:00:00"
"2154476502";"Vayamundo Oostende";"Zeedijk";"290-330";"8400";"Oostende";"2028NL00353";"2028/10/06 00:00:00";"2026/01/23 00:00:00"
"2127748250";"Colruyt Heverlee";"Groenveldstraat";"71";"3001";"Leuven";"2026NL00407";"2026/08/09 00:00:00";"2026/01/23 00:00:00"
"2127756762";"Colruyt  Mol";"Rozenberg";"64";"2400";"Mol";"2026NL00422";"2026/10/30 00:00:00";"2026/01/23 00:00:00"
"2225804461";"Okay Retie";"Molsebaan";"18";"2470";"Retie";"2026NL00409";"2026/08/09 00:00:00";"2026/01/23 00:00:00"
"2089810263";"Carrefour Market";"Koning Albertlaan";"147";"3010";"Leuven";"2026NL00220";"2026/07/22 00:00:00";"2026/01/23 00:00:00"
"2127744488";"Colruyt Dendermonde";"Oude Vest (DEN)";"98";"9200";"Dendermonde";"2026NL00412";"2026/08/09 00:00:00";"2026/01/23 00:00:00"
"2135925548";"Colruyt Arlon";"Rue de l'Hydrion";"15";"6700";"Arlon";"2026FR00114";"2026/08/09 00:00:00";"2026/01/23 00:00:00"
"2152265197";"OKAY ARENDONK";"Hertevelden";"16";"2370";"Arendonk";"2026NL00408";"2026/08/27 00:00:00";"2026/01/23 00:00:00"
"2261170760";"BUURTWINKELS OKAY";"Woluwelaan";"113";"1831";"Machelen (Vl.Br.)";"2026NL00410";"2026/09/09 00:00:00";"2026/01/23 00:00:00"
"2018390153";"unifrais";"Quai Léopold Herten(ENG)";"14";"4480";"Engis";"2026FR00382";"2026/07/30 00:00:00";"2026/01/23 00:00:00"
"2035536387";"RIK BVBA";"Alsembergsesteenweg";"229";"1501";"Halle";"2026NL00218";"2026/07/15 00:00:00";"2026/01/23 00:00:00"
"2292490674";"WZC Kouterhof";"Kouterlaan(HEU)";"21";"9070";"Destelbergen";"2026NL00076";"2026/07/27 00:00:00";"2026/01/23 00:00:00"
"2128901659";"PARTNER GB ERTVELDE";"Pastorijstraat";"46";"9940";"Ertvelde";"2026NL00224";"2026/08/09 00:00:00";"2026/01/23 00:00:00"
"2090924278";"ALDI";"Mechelbaan";"387";"2580";"Putte";"2026NL00223";"2026/08/14 00:00:00";"2026/01/23 00:00:00"
"2060061749";"0117-CARREFOUR MARKET BOONDAEL";"Chaussée de Boondael";"444";"1050";"Elsene";"2026FR00383";"2026/07/17 00:00:00";"2026/01/23 00:00:00"
"2135528937";"ALDI MARKT";"Jozef Van Damstraat";"3";"1932";"Zaventem";"2026FR00384";"2026/07/17 00:00:00";"2026/01/23 00:00:00"
"2287888817";"MEAT ATELIER Aarschot";"Grote Markt";"21/28";"3200";"Aarschot";"2026NL00248";"2026/09/17 00:00:00";"2026/01/23 00:00:00"
"2231173313";"SPAR";"Rue de la Gendarmerie";"70";"4560";"Clavier";"2026FR00399";"2026/10/11 00:00:00";"2026/01/23 00:00:00"
"2063051527";"CHAUD DIFFUSION";"Avenue de la Closeraie";"1";"4000";"Rocourt";"2026FR00400";"2026/10/12 00:00:00";"2026/01/23 00:00:00"
"2055168001";"ALDI MARKT";"Boterbosstraat";"9";"3550";"Heusden-Zolder";"2026NL00242";"2026/09/17 00:00:00";"2026/01/23 00:00:00"
"2287132811";"POINT CHAUD WAREMME FOND D'OR";"Chaussée Romaine (War)";"240";"4300";"Waremme";"2026FR00401";"2026/10/12 00:00:00";"2026/01/23 00:00:00"
"2005286146";"Colruyt Chênée";"Rue de Beaufraipont";"16";"4032";"Chênée";"2026FR00117";"2026/09/28 00:00:00";"2026/01/23 00:00:00"
"2127748844";"Colruyt Ans";"Rue des Français";"88";"4430";"Ans";"2026FR00116";"2026/09/28 00:00:00";"2026/01/23 00:00:00"
"2241059294";"BIO-PLANET Aalst";"Gentse steenweg";"369";"9300";"Aalst";"2026NL00420";"2026/09/28 00:00:00";"2026/01/23 00:00:00"
"2226353797";"Alvo Neerpelt";"Boseind";"7";"3910";"Pelt";"2026NL00423";"2026/10/01 00:00:00";"2026/01/23 00:00:00"
"2250474630";"Bio-Planet Jambes";"Rue Commandant Tilot(JB)";"39";"5100";"Namur";"2026FR00118";"2026/10/08 00:00:00";"2026/01/23 00:00:00"
"2224166448";"BIOPLANET";"Chaussée de Namur";"59";"1400";"Nivelles";"2026FR00115";"2026/09/28 00:00:00";"2026/01/23 00:00:00"
"2230105521";"Bio-Planet Destelbergen";"Dendermondesteenweg";"301";"9070";"Destelbergen";"2026NL00421";"2026/09/28 00:00:00";"2026/01/23 00:00:00"
"2095890876";"RIVAN";"Beekstraat(Kor)";"84";"8500";"Kortrijk";"2026NL00439";"2026/11/19 00:00:00";"2026/01/23 00:00:00"
"2181052027";"BIOPLANET";"Tiensesteenweg";"371";"3010";"Leuven";"2026NL00437";"2026/11/12 00:00:00";"2026/01/23 00:00:00"
"2155012970";"ROB";"Boulevard de la Woluwe";"28";"1150";"Sint-Pieters-Woluwe";"2026FR00436";"2026/11/29 00:00:00";"2026/01/23 00:00:00"
"2041485556";"SUPERMARKT MOERKERKE";"Vissersstraat";"82";"8340";"Moerkerke";"2026NL00573";"2026/12/06 00:00:00";"2026/01/23 00:00:00"
"2133137292";"CARREFOUR";"Kapellestraat";"94";"2630";"Aartselaar";"2026NL00578";"2026/11/29 00:00:00";"2026/01/23 00:00:00"
"2257990942";"SPAR";"Route de Marche";"41";"6940";"Durbuy";"2026FR00435";"2026/11/02 00:00:00";"2026/01/23 00:00:00"
"2258376467";"AD DELHAIZE";"Chaussée de Wavre";"42";"5030";"Gembloux";"2026FR00433";"2026/11/25 00:00:00";"2026/01/23 00:00:00"
"2138412807";"vormingscentrum destelheide";"Destelheidestraat";"66";"1653";"Dworp";"2026NL00734";"2026/11/25 00:00:00";"2026/01/23 00:00:00"
"2127741619";"Colruyt Merksem (Roosensplein)";"Molenlei";"1";"2170";"Merksem";"2027NL00455";"2027/07/14 00:00:00";"2026/01/23 00:00:00"
"2189128464";"BUURTWINKELS OKAY";"Joos de ter Beerstlaan";"33";"8740";"Pittem";"2027NL00458";"2027/07/14 00:00:00";"2026/01/23 00:00:00"
"2163344676";"Budgetslager NV";"Zwarte Duivelsstraat";"10";"3545";"Halen";"2026NL00499";"2026/12/03 00:00:00";"2026/01/23 00:00:00"
"2335319243";"Buurtslagers ";"Stationsstraat";"12";"8830";"Hooglede";"2026NL00252";"2026/05/03 00:00:00";"2026/01/23 00:00:00"
"2314981412";"AC Vlaanderen Criée";"Van Schoonhovenstraat";"21";"2060";"Antwerpen";"2026NL00456";"2026/02/12 00:00:00";"2026/01/23 00:00:00"
"2214663517";"Oud Oteren";"Scholtisplein";"28";"3680";"Maaseik";"2026NL00009";"2026/02/16 00:00:00";"2026/01/23 00:00:00"
"2213277605";"Buurtslagers";"Luikersteenweg";"151";"3700";"Tongeren-Borgloon";"2026NL00156";"2026/07/22 00:00:00";"2026/01/23 00:00:00"
"2320942061";"ACW Antoing";"Chaussée de Tournai";"100 H";"7641";"Antoing";"2026FR00129";"2026/02/12 00:00:00";"2026/01/23 00:00:00"
"2298264847";"Lokaal dienstencentrum Biezenbilk";"Ettelgemsestraat";"24";"8460";"Oudenburg";"2026NL00008";"2026/02/16 00:00:00";"2026/01/23 00:00:00"
"2333532166";"Colruyt Genk ";"Hasseltweg";"216";"3600";"Genk";"2026NL00367";"2026/02/23 00:00:00";"2026/01/23 00:00:00"
"2333568491";"Buurtslagers";"Sint-Truidersteenweg";"484";"3500";"Hasselt";"2026NL00155";"2026/05/25 00:00:00";"2026/01/23 00:00:00"
"2333210680";"ACW Saint-Vith";"Malmedyer Strasse";"22";"4780";"Sankt Vith/Saint-Vith";"2028FR00246";"2028/11/12 00:00:00";"2026/01/23 00:00:00"
"2295380482";"Les boucheries Dufrais";"Av. L. Mommaerts";"14-18";"1140";"Evere";"2026FR00100";"2026/06/03 00:00:00";"2026/01/23 00:00:00"
"2276352151";"Woon-zorgcentrum Woluwe Promenade";"Jozef Van Damstraat";"2";"1932";"Zaventem";"2028NL00564";"2028/11/21 00:00:00";"2026/01/23 00:00:00"
"2370159861";"Le Pont dAmour";"Pont-d'Amour";"58";"5500";"Dinant";"2028FR00248";"2028/11/27 00:00:00";"2026/01/23 00:00:00"
"2369311211";"Valentino";"Aarschotsebaan";"24";"2590";"Berlaar";"2028NL00350";"2028/11/17 00:00:00";"2026/01/23 00:00:00"
"2373460435";"Jungle Park";"Neutralstrasse";"912";"4710";"Lontzen";"2028FR00247";"2028/11/12 00:00:00";"2026/01/23 00:00:00"
"2042725671";"de sonne";"Markt";"10";"9140";"Temse";"2028NL00351";"2028/11/02 00:00:00";"2026/01/23 00:00:00"
"2299677879";"BELGOCATERING";"Avenue du Boulevard";"21";"1210";"Sint-Joost-ten-Node";"2028NL00352";"2028/11/17 00:00:00";"2026/01/23 00:00:00"
"2294423845";"SIPLAN";"Lindelsebaan";"202";"3900";"Pelt";"2026NL00222";"2026/09/27 00:00:00";"2026/01/23 00:00:00"
"2317453031";"Den Boerenhof";"Kemzekestraat(KEM)";"63";"9190";"Stekene";"2026NL00098";"2026/08/16 00:00:00";"2026/01/23 00:00:00"
"2317964656";"MEAT ATELIER Zoersel";"Kapellei";"190";"2980";"Zoersel";"2026NL00244";"2026/09/17 00:00:00";"2026/01/23 00:00:00"
"2280952822";"Yalo Hotel";"Brabantdam";"33";"9000";"Gent";"2026NL00097";"2026/08/16 00:00:00";"2026/01/23 00:00:00"
"2340236153";"Buurtslagers";"Einde";"7";"3920";"Lommel";"2026NL00249";"2026/09/18 00:00:00";"2026/01/23 00:00:00"
"2290225626";"WZC Deken Darras";"Schependomstraat";"4";"8700";"Tielt";"2026NL00574";"2026/10/25 00:00:00";"2026/01/23 00:00:00"
"2342033326";"V O M A T";"Kapiteintjesstraat";"15";"9300";"Aalst";"2026NL00571";"2026/11/02 00:00:00";"2026/01/23 00:00:00"
"2347454438";"Buurtslagers";"Bruggestraat";"77";"8770";"Ingelmunster";"2026FR00434";"2026/10/24 00:00:00";"2026/01/23 00:00:00"
"2154739390";"MARCOM";"Kapellestraat";"94";"2630";"Aartselaar";"2026NL00577";"2026/11/29 00:00:00";"2026/01/23 00:00:00"
"2294413353";"Buurtslagers";"Hoge Weg";"26";"2940";"Stabroek";"2026NL00576";"2026/11/12 00:00:00";"2026/01/23 00:00:00"
"2300183467";"SPAR";"Rue de la Gare";"20";"6670";"Gouvy";"2026FR00438";"2026/12/13 00:00:00";"2026/01/23 00:00:00"
"2026073444";"Budgetslager NV";"Luikersteenweg";"128";"3700";"Tongeren-Borgloon";"2026NL00490";"2026/11/05 00:00:00";"2026/01/23 00:00:00"
"2143805017";"Budgetslager NV";"Hoogbaan";"24";"3650";"Dilsen-Stokkem";"2026NL00492";"2026/12/03 00:00:00";"2026/01/23 00:00:00"
"2191002247";"Woon- en verzorgcentrum De Ruyschaert ";"Kloosterstraat(Mar)";"25";"8510";"Kortrijk";"2026NL00732";"2026/12/06 00:00:00";"2026/01/23 00:00:00"
"2172850181";"AQUA FISH";"Meensesteenweg";"266";"8870";"Izegem";"2026NL00733";"2026/12/06 00:00:00";"2026/01/23 00:00:00"
"2188110063";"Proxy Delhaize Beervelde";"Rivierstraat";"15";"9080";"Lochristi";"2026NL00730";"2026/11/14 00:00:00";"2026/01/23 00:00:00"
"2164650020";"MAXDIS";"Place du Monument";"8";"4900";"Spa";"2026FR00468";"2026/11/29 00:00:00";"2026/01/23 00:00:00"
"2127739540";"Colruyt Ninove";"Polderbaan";"26";"9400";"Ninove";"2027NL00412";"2027/03/15 00:00:00";"2026/01/23 00:00:00"
"2143219948";"Colruyt Bierghes";"Route de Quenast, Bierghes";"7";"1430";"Rebecq";"2027FR00211";"2027/03/15 00:00:00";"2026/01/23 00:00:00"
"2145353057";"Aldi Chaumont-Gistoux";"Chaussée de Huy";"304";"1325";"Chaumont-Gistoux";"2027FR00196";"2027/03/25 00:00:00";"2026/01/23 00:00:00"
"2138220092";"PZ SINT-ALEXIUS";"Grimbergsesteenweg";"40";"1850";"Grimbergen";"2027NL00543";"2027/07/16 00:00:00";"2026/01/23 00:00:00"
"2188700476";"Panos Rail";"Koningin Maria Hendrikaplein";"Z/N";"9000";"Gent";"2027NL00546";"2027/08/18 00:00:00";"2026/01/23 00:00:00"
"2273223209";"Hanenbos";"Lotsesteenweg";"103";"1653";"Beersel";"2026NL00731";"2026/11/14 00:00:00";"2026/01/23 00:00:00"
"2271357938";"Kruidenhoekje";"Gijmelsesteenweg";"282";"3201";"Langdorp";"2026NL00729";"2026/11/14 00:00:00";"2026/01/23 00:00:00"
"2152316667";"WZC Haerlebout";"Duinenweg";"390";"8430";"Middelkerke";"2026NL00510";"2026/11/16 00:00:00";"2026/01/23 00:00:00"
"2147145775";"Budgetslager";"Grote Steenweg";"127";"3454";"Geetbets";"2026NL00498";"2026/12/10 00:00:00";"2026/01/23 00:00:00"
"2026073345";"Budgetslager NV";"Tongersestraat";"63A";"3740";"Bilzen-Hoeselt";"2026NL00754";"2026/12/22 00:00:00";"2026/01/23 00:00:00"
"2320942259";"ACW Eupen";"Rue de Herbesthal";"203";"4700";"Eupen";"2026FR00191";"2026/11/15 00:00:00";"2026/01/23 00:00:00"
"2193402897";"Budgetslager";"Sint-Truidensesteenweg";"28";"3440";"Zoutleeuw";"2026NL00753";"2026/12/22 00:00:00";"2026/01/23 00:00:00"
"2254470139";"ACW Stembert";"Avenue Jean Lambert";"10";"4801";"Verviers";"2026FR00192";"2026/11/15 00:00:00";"2026/01/23 00:00:00"
"2347557475";"Buurtslagers";"Gistelse Steenweg";"344";"8200";"Brugge";"2026NL00590";"2026/11/16 00:00:00";"2026/01/23 00:00:00"
"2150816335";"Woonzorgcentrum Ludinaca (wzc LDN)";"Gasthuisstraat";"32";"3620";"Lanaken";"2026NL00738";"2026/11/20 00:00:00";"2026/01/23 00:00:00"
"2289088746";"Albert Heijn";"Schampbergstraat";"22 B";"3511";"Hasselt";"2026NL00593";"2026/11/22 00:00:00";"2026/01/23 00:00:00"
"2090567655";"Aldi Waterloo";"Chaussée de Bruxelles";"321";"1410";"Waterloo";"2027FR00128";"2027/03/21 00:00:00";"2026/01/23 00:00:00"
"2055168296";"ALDI MARKT";"Lommelsesteenweg";"30";"3970";"Leopoldsburg";"2027NL00087";"2027/03/30 00:00:00";"2026/01/23 00:00:00"
"2220117984";"POINT CHAUD OUTREMEUSE";"Rue Pont-St-Nicolas";"1";"4020";"Liège";"2026FR00467";"2026/12/27 00:00:00";"2026/01/23 00:00:00"
