h3_index,mean_rating,mean_residual,total_reviews,mean_reviews,chain_share,mean_price,cuisine_diversity,restaurant_count,hub_score,cluster,cluster_label,hex_lat,hex_lng
881fa44047fffff,4.29375,-0.009083985814917123,4036,252.25,0.0625,2.0,8,16,0.30811403286368094,1,Strong,50.904045333239004,4.31306714218618
881fa4404dfffff,4.1,-0.016158871671297703,288,288.0,0.0,1.0,1,1,-1.4337829666078576,2,Elite,50.91177067010143,4.2971697461280165
881fa44051fffff,3.85,-0.0714145790316234,39,19.5,0.0,2.0,1,2,-1.1012738426141997,1,Strong,50.915632962468734,4.341790861645193
881fa44053fffff,4.9,0.08991529096393425,22,22.0,0.0,2.0,1,1,-1.2148526866666018,1,Strong,50.91485714523552,4.353897170991561
881fa44057fffff,4.05,0.1545318419386008,2955,738.75,0.0,1.75,2,4,-0.17994411806710245,1,Strong,50.90867757359826,4.345583698044207
881fa44063fffff,4.0,0.37814530268729096,3,1.5,0.0,2.0,2,2,-0.6715746923736224,1,Strong,50.890907922206274,4.308555680466651
881fa44065fffff,5.0,-0.3039445614245446,1,1.0,0.0,2.0,1,1,-1.56940769149441,1,Strong,50.88549649400235,4.288154789829743
881fa44067fffff,3.8499999999999996,0.08168956695928586,1864,466.0,0.0,2.0,2,4,-0.3396441496743818,1,Strong,50.884724776174664,4.300251844880866
881fa4406bfffff,2.55,-0.10012304742812794,276,138.0,0.0,2.0,2,2,-0.5853373202764022,0,Emerging,50.89786314068276,4.304761040930246
881fa4406dfffff,4.9,0.043508424720926975,16,16.0,0.0,2.0,1,1,-1.2578819914176655,1,Strong,50.892451142281885,4.284358915549201
881fa44081fffff,4.242857142857143,-0.0012466900790310145,315,45.0,0.0,1.8571428571428572,5,7,-0.6023029488383503,1,Strong,50.89086000570069,4.413691985241404
881fa44083fffff,4.566666666666666,0.008948238513381076,925,308.3333333333333,0.3333333333333333,2.0,2,3,-0.21194646470155842,0,Emerging,50.89007525096333,4.425799132836022
881fa44085fffff,4.4,-0.02256824466541225,505,101.0,0.0,2.0,4,5,-0.6654007393686264,1,Strong,50.884682061042355,4.405372571643521
881fa44087fffff,4.6000000000000005,-0.14502890862137066,665,221.66666666666666,0.0,2.0,3,3,-0.8327766678930398,1,Strong,50.88389786372317,4.4174780224004
881fa4408bfffff,4.7,-0.18541284510001343,12,12.0,0.0,2.0,1,1,-1.3989835868268756,1,Strong,50.897037193010334,4.422013382376589
881fa44095fffff,4.4,-0.009893156704736672,112,56.0,0.0,1.5,1,2,-1.4314028424349756,2,Elite,50.88928916954175,4.437907018584418
881fa4409dfffff,4.336842105263158,-0.008289190968789965,4446,234.0,0.0,1.9473684210526316,6,19,-0.06078773095218639,1,Strong,50.89625188048468,4.434122226763087
881fa440a1fffff,4.26,0.01777178208057235,4298,214.9,0.0,1.8,7,20,0.010705982512801235,1,Strong,50.87154081800704,4.400841750571318
881fa440a3fffff,4.3,-0.07101934964624323,520,260.0,0.0,2.0,2,2,-0.8107605967590908,1,Strong,50.87075640871857,4.412944547323916
881fa440a5fffff,4.4,-0.009982654070905816,241,241.0,0.0,1.0,1,1,-1.5449658199056604,2,Elite,50.865361160491375,4.392526588461206
881fa440a7fffff,4.4,0.023651581130266663,538,269.0,0.0,2.0,2,2,-0.7482181161682216,1,Strong,50.86457730784052,4.404627688791065
881fa440a9fffff,4.24,-0.014125247034736787,815,163.0,0.0,1.8,3,5,-0.8041290153649466,1,Strong,50.87850335951548,4.397055141224454
881fa440abfffff,3.892857142857143,0.01840933815132097,5611,400.7857142857143,0.21428571428571427,1.8571428571428572,7,14,0.5739544657156397,0,Emerging,50.87771971924434,4.4091588950982405
881fa440adfffff,4.336363636363637,-0.016615657363642657,6235,283.40909090909093,0.09090909090909091,1.8636363636363635,11,22,0.7641873562314384,1,Strong,50.8723239016002,4.38873969362557
881fa440b1fffff,4.0,-0.2666978703167615,29,29.0,0.0,2.0,1,1,-1.2924616113258658,1,Strong,50.87614846036629,4.4333686196022235
881fa440b7fffff,4.7,-0.2395424324587827,7,7.0,0.0,2.0,1,1,-1.4470114746931386,1,Strong,50.86918361201212,4.4371523562001585
881fa440b9fffff,4.3,0.11686581067388069,8,8.0,0.0,2.0,1,1,-1.0783824358771352,1,Strong,50.88311234004935,4.429584211862689
